source,target,edge_type,gang_id,active_from,active_to,fragment_event_date
OFF00466,VIC00475,offender_victim,,2023-02-09,2023-02-09,
OFF00589,VIC00005,offender_victim,,2023-02-09,2023-02-09,
OFF00573,VIC01189,offender_victim,,2023-02-09,2023-02-09,
OFF00274,VIC01750,offender_victim,,2023-02-09,2023-02-09,
OFF00553,VIC00066,offender_victim,,2023-02-09,2023-02-09,
OFF00583,VIC01494,offender_victim,,2023-02-09,2023-02-09,
OFF00241,VIC00469,offender_victim,,2023-02-09,2023-02-09,
OFF00193,VIC00134,offender_victim,,2023-02-09,2023-02-09,
OFF00370,VIC00833,offender_victim,,2023-02-09,2023-02-09,
OFF00316,VIC01651,offender_victim,,2023-02-09,2023-02-09,
OFF00010,VIC00984,offender_victim,,2023-02-09,2023-02-09,
OFF00590,VIC00141,offender_victim,,2023-02-09,2023-02-09,
OFF00180,VIC01545,offender_victim,,2023-02-09,2023-02-09,
OFF00614,VIC00470,offender_victim,,2023-02-09,2023-02-09,
OFF00374,VIC00890,offender_victim,,2023-02-09,2023-02-09,
OFF00398,VIC00215,offender_victim,,2023-02-09,2023-02-09,
OFF00240,VIC02178,offender_victim,,2023-02-09,2023-02-09,
OFF00504,VIC00994,offender_victim,,2023-02-09,2023-02-09,
OFF00300,VIC01758,offender_victim,,2023-02-09,2023-02-09,
OFF00054,VIC00903,offender_victim,,2023-02-09,2023-02-09,
OFF00114,VIC00388,offender_victim,,2023-02-09,2023-02-09,
OFF00561,VIC01625,offender_victim,,2023-02-09,2023-02-09,
OFF00032,VIC02109,offender_victim,,2023-02-09,2023-02-09,
OFF00104,VIC00991,offender_victim,,2023-02-09,2023-02-09,
OFF00382,VIC01322,offender_victim,,2023-02-09,2023-02-09,
OFF00130,VIC00101,offender_victim,,2023-02-09,2023-02-09,
OFF00406,VIC02189,offender_victim,,2023-02-09,2023-02-09,
OFF00495,VIC00753,offender_victim,,2023-02-09,2023-02-09,
OFF00096,VIC00204,offender_victim,,2023-02-09,2023-02-09,
OFF00155,VIC01645,offender_victim,,2023-02-09,2023-02-09,
OFF00323,VIC02298,offender_victim,,2023-02-09,2023-02-09,
OFF00312,VIC01577,offender_victim,,2023-02-09,2023-02-09,
OFF00243,VIC01181,offender_victim,,2023-02-09,2023-02-09,
OFF00195,VIC01483,offender_victim,,2023-02-09,2023-02-09,
OFF00575,VIC02249,offender_victim,,2023-02-09,2023-02-09,
OFF00580,VIC02301,offender_victim,,2023-02-09,2023-02-09,
OFF00092,VIC00885,offender_victim,,2023-02-09,2023-02-09,
OFF00548,VIC01930,offender_victim,,2023-02-09,2023-02-09,
OFF00416,VIC01032,offender_victim,,2023-02-10,2023-02-10,
OFF00130,VIC01252,offender_victim,,2023-02-10,2023-02-10,
OFF00534,VIC00034,offender_victim,,2023-02-10,2023-02-10,
OFF00332,VIC01831,offender_victim,,2023-02-10,2023-02-10,
OFF00224,VIC00260,offender_victim,,2023-02-10,2023-02-10,
OFF00015,VIC00095,offender_victim,,2023-02-10,2023-02-10,
OFF00171,VIC01085,offender_victim,,2023-02-10,2023-02-10,
OFF00054,VIC00916,offender_victim,,2023-02-10,2023-02-10,
OFF00273,VIC02228,offender_victim,,2023-02-10,2023-02-10,
OFF00204,VIC01301,offender_victim,,2023-02-10,2023-02-10,
OFF00306,VIC01786,offender_victim,,2023-02-10,2023-02-10,
OFF00449,VIC00158,offender_victim,,2023-02-10,2023-02-10,
OFF00085,VIC01931,offender_victim,,2023-02-10,2023-02-10,
OFF00302,VIC01526,offender_victim,,2023-02-10,2023-02-10,
OFF00070,VIC00440,offender_victim,,2023-02-10,2023-02-10,
OFF00529,VIC00264,offender_victim,,2023-02-10,2023-02-10,
OFF00362,VIC01197,offender_victim,,2023-02-10,2023-02-10,
OFF00134,VIC00210,offender_victim,,2023-02-10,2023-02-10,
OFF00565,VIC00141,offender_victim,,2023-02-10,2023-02-10,
OFF00233,VIC00194,offender_victim,,2023-02-10,2023-02-10,
OFF00378,VIC01151,offender_victim,,2023-02-10,2023-02-10,
OFF00271,VIC01482,offender_victim,,2023-02-11,2023-02-11,
OFF00205,VIC01559,offender_victim,,2023-02-11,2023-02-11,
OFF00244,VIC01449,offender_victim,,2023-02-11,2023-02-11,
OFF00637,VIC00989,offender_victim,,2023-02-11,2023-02-11,
OFF00098,VIC01245,offender_victim,,2023-02-11,2023-02-11,
OFF00359,VIC00763,offender_victim,,2023-02-11,2023-02-11,
OFF00439,VIC01744,offender_victim,,2023-02-11,2023-02-11,
OFF00013,VIC01525,offender_victim,,2023-02-11,2023-02-11,
OFF00549,VIC00680,offender_victim,,2023-02-11,2023-02-11,
OFF00439,VIC01562,offender_victim,,2023-02-11,2023-02-11,
OFF00516,VIC00397,offender_victim,,2023-02-11,2023-02-11,
OFF00228,VIC02179,offender_victim,,2023-02-11,2023-02-11,
OFF00384,VIC02316,offender_victim,,2023-02-11,2023-02-11,
OFF00289,VIC00013,offender_victim,,2023-02-11,2023-02-11,
OFF00593,VIC00742,offender_victim,,2023-02-11,2023-02-11,
OFF00416,VIC01351,offender_victim,,2023-02-11,2023-02-11,
OFF00255,VIC01851,offender_victim,,2023-02-11,2023-02-11,
OFF00630,VIC01641,offender_victim,,2023-02-11,2023-02-11,
OFF00114,VIC01167,offender_victim,,2023-02-11,2023-02-11,
OFF00499,VIC01144,offender_victim,,2023-02-11,2023-02-11,
OFF00473,VIC00424,offender_victim,,2023-02-11,2023-02-11,
OFF00361,VIC00054,offender_victim,,2023-02-12,2023-02-12,
OFF00085,VIC01272,offender_victim,,2023-02-12,2023-02-12,
OFF00074,VIC02063,offender_victim,,2023-02-12,2023-02-12,
OFF00141,VIC00628,offender_victim,,2023-02-12,2023-02-12,
OFF00201,VIC00434,offender_victim,,2023-02-12,2023-02-12,
OFF00203,VIC01384,offender_victim,,2023-02-12,2023-02-12,
OFF00553,VIC02206,offender_victim,,2023-02-12,2023-02-12,
OFF00230,VIC00441,offender_victim,,2023-02-12,2023-02-12,
OFF00143,VIC00273,offender_victim,,2023-02-12,2023-02-12,
OFF00286,VIC00496,offender_victim,,2023-02-12,2023-02-12,
OFF00287,VIC00700,offender_victim,,2023-02-12,2023-02-12,
OFF00155,VIC00758,offender_victim,,2023-02-12,2023-02-12,
OFF00596,VIC01189,offender_victim,,2023-02-12,2023-02-12,
OFF00194,VIC01507,offender_victim,,2023-02-12,2023-02-12,
OFF00267,VIC01745,offender_victim,,2023-02-12,2023-02-12,
OFF00270,VIC00789,offender_victim,,2023-02-12,2023-02-12,
OFF00225,VIC01571,offender_victim,,2023-02-12,2023-02-12,
OFF00373,VIC01564,offender_victim,,2023-02-12,2023-02-12,
OFF00418,VIC02201,offender_victim,,2023-02-12,2023-02-12,
OFF00378,VIC00945,offender_victim,,2023-02-12,2023-02-12,
OFF00121,VIC00770,offender_victim,,2023-02-12,2023-02-12,
OFF00538,VIC00855,offender_victim,,2023-02-12,2023-02-12,
OFF00180,VIC01781,offender_victim,,2023-02-12,2023-02-12,
OFF00472,VIC00548,offender_victim,,2023-02-12,2023-02-12,
OFF00400,VIC01729,offender_victim,,2023-02-12,2023-02-12,
OFF00064,VIC02084,offender_victim,,2023-02-12,2023-02-12,
OFF00469,VIC01761,offender_victim,,2023-02-13,2023-02-13,
OFF00167,VIC02394,offender_victim,,2023-02-13,2023-02-13,
OFF00264,VIC01836,offender_victim,,2023-02-13,2023-02-13,
OFF00495,VIC02224,offender_victim,,2023-02-13,2023-02-13,
OFF00122,VIC02200,offender_victim,,2023-02-13,2023-02-13,
OFF00031,VIC00986,offender_victim,,2023-02-13,2023-02-13,
OFF00010,VIC01685,offender_victim,,2023-02-13,2023-02-13,
OFF00605,VIC01800,offender_victim,,2023-02-13,2023-02-13,
OFF00450,VIC01511,offender_victim,,2023-02-13,2023-02-13,
OFF00495,VIC01587,offender_victim,,2023-02-13,2023-02-13,
OFF00520,VIC01058,offender_victim,,2023-02-13,2023-02-13,
OFF00626,VIC01451,offender_victim,,2023-02-13,2023-02-13,
OFF00092,VIC01824,offender_victim,,2023-02-13,2023-02-13,
OFF00088,VIC00133,offender_victim,,2023-02-13,2023-02-13,
OFF00461,VIC02074,offender_victim,,2023-02-13,2023-02-13,
OFF00553,VIC00739,offender_victim,,2023-02-13,2023-02-13,
OFF00634,VIC01066,offender_victim,,2023-02-13,2023-02-13,
OFF00395,VIC01482,offender_victim,,2023-02-13,2023-02-13,
OFF00476,VIC02244,offender_victim,,2023-02-13,2023-02-13,
OFF00611,VIC02391,offender_victim,,2023-02-13,2023-02-13,
OFF00474,VIC01140,offender_victim,,2023-02-13,2023-02-13,
OFF00480,VIC01076,offender_victim,,2023-02-13,2023-02-13,
OFF00460,VIC01665,offender_victim,,2023-02-13,2023-02-13,
OFF00254,VIC00313,offender_victim,,2023-02-13,2023-02-13,
OFF00102,VIC01408,offender_victim,,2023-02-13,2023-02-13,
OFF00313,VIC01537,offender_victim,,2023-02-13,2023-02-13,
OFF00446,VIC00842,offender_victim,,2023-02-13,2023-02-13,
OFF00105,VIC00169,offender_victim,,2023-02-13,2023-02-13,
OFF00021,VIC00361,offender_victim,,2023-02-14,2023-02-14,
OFF00505,VIC01334,offender_victim,,2023-02-14,2023-02-14,
OFF00150,VIC01094,offender_victim,,2023-02-14,2023-02-14,
OFF00439,VIC01567,offender_victim,,2023-02-14,2023-02-14,
OFF00377,VIC00549,offender_victim,,2023-02-14,2023-02-14,
OFF00294,VIC01458,offender_victim,,2023-02-14,2023-02-14,
OFF00462,VIC01110,offender_victim,,2023-02-14,2023-02-14,
OFF00372,VIC01441,offender_victim,,2023-02-14,2023-02-14,
OFF00227,VIC02114,offender_victim,,2023-02-14,2023-02-14,
OFF00554,VIC01231,offender_victim,,2023-02-14,2023-02-14,
OFF00213,VIC02059,offender_victim,,2023-02-14,2023-02-14,
OFF00154,VIC01452,offender_victim,,2023-02-14,2023-02-14,
OFF00538,VIC00974,offender_victim,,2023-02-14,2023-02-14,
OFF00236,VIC00401,offender_victim,,2023-02-14,2023-02-14,
OFF00121,VIC00327,offender_victim,,2023-02-14,2023-02-14,
OFF00416,VIC01008,offender_victim,,2023-02-14,2023-02-14,
OFF00398,VIC00196,offender_victim,,2023-02-14,2023-02-14,
OFF00288,VIC00231,offender_victim,,2023-02-14,2023-02-14,
OFF00415,VIC01506,offender_victim,,2023-02-14,2023-02-14,
OFF00268,VIC02198,offender_victim,,2023-02-14,2023-02-14,
OFF00296,VIC01405,offender_victim,,2023-02-14,2023-02-14,
OFF00218,VIC01141,offender_victim,,2023-02-14,2023-02-14,
OFF00616,VIC01372,offender_victim,,2023-02-14,2023-02-14,
OFF00410,VIC00641,offender_victim,,2023-02-14,2023-02-14,
OFF00206,VIC00918,offender_victim,,2023-02-14,2023-02-14,
OFF00112,VIC01652,offender_victim,,2023-02-14,2023-02-14,
OFF00410,VIC02066,offender_victim,,2023-02-14,2023-02-14,
OFF00576,VIC00636,offender_victim,,2023-02-14,2023-02-14,
OFF00232,VIC00686,offender_victim,,2023-02-14,2023-02-14,
OFF00576,VIC00065,offender_victim,,2023-02-14,2023-02-14,
OFF00539,VIC01651,offender_victim,,2023-02-14,2023-02-14,
OFF00060,VIC02349,offender_victim,,2023-02-14,2023-02-14,
OFF00569,VIC00700,offender_victim,,2023-02-14,2023-02-14,
OFF00267,VIC00337,offender_victim,,2023-02-15,2023-02-15,
OFF00122,VIC00281,offender_victim,,2023-02-15,2023-02-15,
OFF00057,VIC00411,offender_victim,,2023-02-15,2023-02-15,
OFF00229,VIC01115,offender_victim,,2023-02-15,2023-02-15,
OFF00431,VIC01079,offender_victim,,2023-02-15,2023-02-15,
OFF00261,VIC02309,offender_victim,,2023-02-15,2023-02-15,
OFF00135,VIC01287,offender_victim,,2023-02-15,2023-02-15,
OFF00344,VIC01235,offender_victim,,2023-02-15,2023-02-15,
OFF00414,VIC01006,offender_victim,,2023-02-15,2023-02-15,
OFF00442,VIC01426,offender_victim,,2023-02-15,2023-02-15,
OFF00263,VIC01772,offender_victim,,2023-02-15,2023-02-15,
OFF00352,VIC02369,offender_victim,,2023-02-15,2023-02-15,
OFF00113,VIC01755,offender_victim,,2023-02-15,2023-02-15,
OFF00302,VIC00237,offender_victim,,2023-02-15,2023-02-15,
OFF00083,VIC00795,offender_victim,,2023-02-15,2023-02-15,
OFF00173,VIC00929,offender_victim,,2023-02-15,2023-02-15,
OFF00033,VIC01098,offender_victim,,2023-02-15,2023-02-15,
OFF00415,VIC00936,offender_victim,,2023-02-15,2023-02-15,
OFF00033,VIC00714,offender_victim,,2023-02-15,2023-02-15,
OFF00315,VIC00280,offender_victim,,2023-02-15,2023-02-15,
OFF00273,VIC00339,offender_victim,,2023-02-15,2023-02-15,
OFF00226,VIC01305,offender_victim,,2023-02-15,2023-02-15,
OFF00573,VIC00769,offender_victim,,2023-02-15,2023-02-15,
OFF00632,VIC01821,offender_victim,,2023-02-15,2023-02-15,
OFF00007,VIC00245,offender_victim,,2023-02-15,2023-02-15,
OFF00623,VIC01784,offender_victim,,2023-02-15,2023-02-15,
OFF00267,VIC01978,offender_victim,,2023-02-15,2023-02-15,
OFF00028,VIC01346,offender_victim,,2023-02-15,2023-02-15,
OFF00347,VIC00945,offender_victim,,2023-02-15,2023-02-15,
OFF00218,VIC01378,offender_victim,,2023-02-25,2023-02-25,
OFF00118,VIC00483,offender_victim,,2023-02-15,2023-02-15,
OFF00329,VIC00346,offender_victim,,2023-02-15,2023-02-15,
OFF00009,VIC00334,offender_victim,,2023-02-15,2023-02-15,
OFF00632,VIC02388,offender_victim,,2023-02-16,2023-02-16,
OFF00080,VIC00334,offender_victim,,2023-02-16,2023-02-16,
OFF00254,VIC01039,offender_victim,,2023-02-16,2023-02-16,
OFF00234,VIC00249,offender_victim,,2023-02-16,2023-02-16,
OFF00238,VIC00956,offender_victim,,2023-02-16,2023-02-16,
OFF00250,VIC00177,offender_victim,,2023-02-16,2023-02-16,
OFF00044,VIC02375,offender_victim,,2023-02-16,2023-02-16,
OFF00211,VIC01842,offender_victim,,2023-02-16,2023-02-16,
OFF00309,VIC00682,offender_victim,,2023-02-16,2023-02-16,
OFF00393,VIC01057,offender_victim,,2023-02-16,2023-02-16,
OFF00050,VIC01671,offender_victim,,2023-02-16,2023-02-16,
OFF00036,VIC01806,offender_victim,,2023-02-16,2023-02-16,
OFF00189,VIC00226,offender_victim,,2023-02-16,2023-02-16,
OFF00043,VIC00134,offender_victim,,2023-02-16,2023-02-16,
OFF00309,VIC01434,offender_victim,,2023-02-16,2023-02-16,
OFF00049,VIC01365,offender_victim,,2023-02-16,2023-02-16,
OFF00132,VIC00740,offender_victim,,2023-02-16,2023-02-16,
OFF00188,VIC02325,offender_victim,,2023-02-16,2023-02-16,
OFF00403,VIC00733,offender_victim,,2023-02-16,2023-02-16,
OFF00501,VIC01479,offender_victim,,2023-02-16,2023-02-16,
OFF00416,VIC01663,offender_victim,,2023-02-16,2023-02-16,
OFF00229,VIC01833,offender_victim,,2023-02-16,2023-02-16,
OFF00458,VIC01198,offender_victim,,2023-02-16,2023-02-16,
OFF00638,VIC00629,offender_victim,,2023-02-17,2023-02-17,
OFF00374,VIC00392,offender_victim,,2023-02-17,2023-02-17,
OFF00268,VIC01436,offender_victim,,2023-02-17,2023-02-17,
OFF00127,VIC00612,offender_victim,,2023-02-17,2023-02-17,
OFF00147,VIC01818,offender_victim,,2023-02-17,2023-02-17,
OFF00200,VIC01269,offender_victim,,2023-02-17,2023-02-17,
OFF00158,VIC01779,offender_victim,,2023-02-17,2023-02-17,
OFF00133,VIC01247,offender_victim,,2023-02-17,2023-02-17,
OFF00467,VIC01260,offender_victim,,2023-02-17,2023-02-17,
OFF00550,VIC01107,offender_victim,,2023-02-17,2023-02-17,
OFF00484,VIC00126,offender_victim,,2023-02-17,2023-02-17,
OFF00614,VIC00523,offender_victim,,2023-02-17,2023-02-17,
OFF00402,VIC00136,offender_victim,,2023-02-17,2023-02-17,
OFF00037,VIC01361,offender_victim,,2023-02-17,2023-02-17,
OFF00236,VIC00913,offender_victim,,2023-02-17,2023-02-17,
OFF00620,VIC00993,offender_victim,,2023-02-17,2023-02-17,
OFF00308,VIC01446,offender_victim,,2023-02-17,2023-02-17,
OFF00559,VIC01666,offender_victim,,2023-02-27,2023-02-27,
OFF00575,VIC01164,offender_victim,,2023-02-17,2023-02-17,
OFF00066,VIC01097,offender_victim,,2023-02-17,2023-02-17,
OFF00591,VIC00751,offender_victim,,2023-02-17,2023-02-17,
OFF00506,VIC01734,offender_victim,,2023-02-18,2023-02-18,
OFF00098,VIC01879,offender_victim,,2023-02-18,2023-02-18,
OFF00004,VIC01338,offender_victim,,2023-02-18,2023-02-18,
OFF00130,VIC00215,offender_victim,,2023-02-18,2023-02-18,
OFF00199,VIC00641,offender_victim,,2023-02-18,2023-02-18,
OFF00370,VIC00374,offender_victim,,2023-02-18,2023-02-18,
OFF00068,VIC00281,offender_victim,,2023-02-18,2023-02-18,
OFF00061,VIC00493,offender_victim,,2023-02-18,2023-02-18,
OFF00190,VIC01772,offender_victim,,2023-02-18,2023-02-18,
OFF00397,VIC00225,offender_victim,,2023-02-18,2023-02-18,
OFF00262,VIC01254,offender_victim,,2023-02-18,2023-02-18,
OFF00016,VIC01166,offender_victim,,2023-02-18,2023-02-18,
OFF00025,VIC00403,offender_victim,,2023-02-18,2023-02-18,
OFF00379,VIC01436,offender_victim,,2023-02-18,2023-02-18,
OFF00331,VIC00141,offender_victim,,2023-02-18,2023-02-18,
OFF00579,VIC01833,offender_victim,,2023-02-18,2023-02-18,
OFF00475,VIC01521,offender_victim,,2023-02-18,2023-02-18,
OFF00018,VIC01588,offender_victim,,2023-02-18,2023-02-18,
OFF00407,VIC01383,offender_victim,,2023-02-18,2023-02-18,
OFF00123,VIC01648,offender_victim,,2023-02-18,2023-02-18,
OFF00050,VIC00067,offender_victim,,2023-02-18,2023-02-18,
OFF00379,VIC01703,offender_victim,,2023-02-18,2023-02-18,
OFF00327,VIC00568,offender_victim,,2023-02-18,2023-02-18,
OFF00333,VIC02078,offender_victim,,2023-02-18,2023-02-18,
OFF00099,VIC00971,offender_victim,,2023-02-18,2023-02-18,
OFF00637,VIC01019,offender_victim,,2023-02-18,2023-02-18,
OFF00149,VIC00926,offender_victim,,2023-02-18,2023-02-18,
OFF00269,VIC01693,offender_victim,,2023-02-18,2023-02-18,
OFF00181,VIC00636,offender_victim,,2023-02-18,2023-02-18,
OFF00621,VIC00160,offender_victim,,2023-02-19,2023-02-19,
OFF00460,VIC00179,offender_victim,,2023-02-19,2023-02-19,
OFF00072,VIC01991,offender_victim,,2023-02-19,2023-02-19,
OFF00146,VIC01323,offender_victim,,2023-02-19,2023-02-19,
OFF00595,VIC02275,offender_victim,,2023-02-19,2023-02-19,
OFF00383,VIC01504,offender_victim,,2023-02-19,2023-02-19,
OFF00162,VIC00499,offender_victim,,2023-02-19,2023-02-19,
OFF00517,VIC01081,offender_victim,,2023-02-19,2023-02-19,
OFF00034,VIC00513,offender_victim,,2023-02-19,2023-02-19,
OFF00118,VIC00866,offender_victim,,2023-02-19,2023-02-19,
OFF00080,VIC02304,offender_victim,,2023-02-19,2023-02-19,
OFF00622,VIC01597,offender_victim,,2023-02-19,2023-02-19,
OFF00048,VIC01843,offender_victim,,2023-02-27,2023-02-27,
OFF00347,VIC01657,offender_victim,,2023-02-19,2023-02-19,
OFF00618,VIC02280,offender_victim,,2023-02-19,2023-02-19,
OFF00602,VIC01806,offender_victim,,2023-02-19,2023-02-19,
OFF00308,VIC01034,offender_victim,,2023-02-19,2023-02-19,
OFF00438,VIC00295,offender_victim,,2023-02-19,2023-02-19,
OFF00479,VIC00152,offender_victim,,2023-02-19,2023-02-19,
OFF00549,VIC00097,offender_victim,,2023-02-19,2023-02-19,
OFF00082,VIC00952,offender_victim,,2023-02-19,2023-02-19,
OFF00069,VIC02325,offender_victim,,2023-02-19,2023-02-19,
OFF00631,VIC01275,offender_victim,,2023-02-19,2023-02-19,
OFF00024,VIC01752,offender_victim,,2023-02-19,2023-02-19,
OFF00387,VIC01069,offender_victim,,2023-02-20,2023-02-20,
OFF00562,VIC01078,offender_victim,,2023-02-20,2023-02-20,
OFF00388,VIC01343,offender_victim,,2023-02-20,2023-02-20,
OFF00235,VIC02389,offender_victim,,2023-02-20,2023-02-20,
OFF00393,VIC00220,offender_victim,,2023-02-20,2023-02-20,
OFF00065,VIC00571,offender_victim,,2023-02-20,2023-02-20,
OFF00162,VIC01538,offender_victim,,2023-02-20,2023-02-20,
OFF00530,VIC00894,offender_victim,,2023-02-20,2023-02-20,
OFF00513,VIC01487,offender_victim,,2023-02-20,2023-02-20,
OFF00163,VIC00086,offender_victim,,2023-02-20,2023-02-20,
OFF00443,VIC00776,offender_victim,,2023-02-20,2023-02-20,
OFF00250,VIC00278,offender_victim,,2023-02-20,2023-02-20,
OFF00162,VIC02326,offender_victim,,2023-02-20,2023-02-20,
OFF00446,VIC00305,offender_victim,,2023-02-20,2023-02-20,
OFF00578,VIC02047,offender_victim,,2023-02-20,2023-02-20,
OFF00282,VIC01973,offender_victim,,2023-02-20,2023-02-20,
OFF00110,VIC00598,offender_victim,,2023-02-20,2023-02-20,
OFF00455,VIC01919,offender_victim,,2023-02-20,2023-02-20,
OFF00260,VIC00264,offender_victim,,2023-02-20,2023-02-20,
OFF00015,VIC01610,offender_victim,,2023-02-20,2023-02-20,
OFF00374,VIC00060,offender_victim,,2023-02-20,2023-02-20,
OFF00343,VIC02289,offender_victim,,2023-02-20,2023-02-20,
OFF00581,VIC02150,offender_victim,,2023-02-20,2023-02-20,
OFF00151,VIC00754,offender_victim,,2023-02-20,2023-02-20,
OFF00467,VIC01341,offender_victim,,2023-02-20,2023-02-20,
OFF00412,VIC01244,offender_victim,,2023-02-20,2023-02-20,
OFF00114,VIC00860,offender_victim,,2023-02-20,2023-02-20,
OFF00160,VIC00780,offender_victim,,2023-02-20,2023-02-20,
OFF00491,VIC02348,offender_victim,,2023-02-20,2023-02-20,
OFF00045,VIC01747,offender_victim,,2023-02-20,2023-02-20,
OFF00638,VIC00264,offender_victim,,2023-02-20,2023-02-20,
OFF00637,VIC01189,offender_victim,,2023-02-21,2023-02-21,
OFF00589,VIC01002,offender_victim,,2023-02-21,2023-02-21,
OFF00440,VIC01868,offender_victim,,2023-02-21,2023-02-21,
OFF00604,VIC00715,offender_victim,,2023-02-21,2023-02-21,
OFF00114,VIC00166,offender_victim,,2023-02-21,2023-02-21,
OFF00114,VIC02186,offender_victim,,2023-02-21,2023-02-21,
OFF00248,VIC00538,offender_victim,,2023-02-21,2023-02-21,
OFF00024,VIC00186,offender_victim,,2023-02-21,2023-02-21,
OFF00511,VIC01840,offender_victim,,2023-02-21,2023-02-21,
OFF00166,VIC01332,offender_victim,,2023-02-21,2023-02-21,
OFF00558,VIC01904,offender_victim,,2023-02-21,2023-02-21,
OFF00603,VIC01540,offender_victim,,2023-02-21,2023-02-21,
OFF00398,VIC01010,offender_victim,,2023-02-21,2023-02-21,
OFF00514,VIC01345,offender_victim,,2023-02-21,2023-02-21,
OFF00438,VIC01445,offender_victim,,2023-02-21,2023-02-21,
OFF00289,VIC00430,offender_victim,,2023-02-21,2023-02-21,
OFF00207,VIC00036,offender_victim,,2023-02-21,2023-02-21,
OFF00227,VIC01895,offender_victim,,2023-02-21,2023-02-21,
OFF00529,VIC01746,offender_victim,,2023-02-21,2023-02-21,
OFF00550,VIC00447,offender_victim,,2023-02-21,2023-02-21,
OFF00107,VIC02113,offender_victim,,2023-02-21,2023-02-21,
OFF00289,VIC01758,offender_victim,,2023-02-21,2023-02-21,
OFF00512,VIC00296,offender_victim,,2023-02-21,2023-02-21,
OFF00467,VIC00401,offender_victim,,2023-02-21,2023-02-21,
OFF00191,VIC00775,offender_victim,,2023-02-21,2023-02-21,
OFF00196,VIC00639,offender_victim,,2023-02-21,2023-02-21,
OFF00236,VIC01351,offender_victim,,2023-02-21,2023-02-21,
OFF00025,VIC00151,offender_victim,,2023-02-21,2023-02-21,
OFF00393,VIC02309,offender_victim,,2023-02-21,2023-02-21,
OFF00388,VIC00605,offender_victim,,2023-02-21,2023-02-21,
OFF00047,VIC00631,offender_victim,,2023-02-21,2023-02-21,
OFF00071,VIC01718,offender_victim,,2023-02-21,2023-02-21,
OFF00480,VIC02379,offender_victim,,2023-02-21,2023-02-21,
OFF00009,VIC01277,offender_victim,,2023-02-21,2023-02-21,
OFF00046,VIC01684,offender_victim,,2023-02-21,2023-02-21,
OFF00172,VIC00153,offender_victim,,2023-02-21,2023-02-21,
OFF00035,VIC02393,offender_victim,,2023-02-21,2023-02-21,
OFF00373,VIC00747,offender_victim,,2023-02-21,2023-02-21,
OFF00337,VIC00646,offender_victim,,2023-02-21,2023-02-21,
OFF00229,VIC00745,offender_victim,,2023-02-21,2023-02-21,
OFF00411,VIC02243,offender_victim,,2023-03-02,2023-03-02,
OFF00259,VIC01109,offender_victim,,2023-02-21,2023-02-21,
OFF00422,VIC02027,offender_victim,,2023-02-22,2023-02-22,
OFF00460,VIC02236,offender_victim,,2023-02-25,2023-02-25,
OFF00571,VIC01630,offender_victim,,2023-02-22,2023-02-22,
OFF00249,VIC01640,offender_victim,,2023-02-22,2023-02-22,
OFF00414,VIC01689,offender_victim,,2023-02-22,2023-02-22,
OFF00386,VIC02275,offender_victim,,2023-03-04,2023-03-04,
OFF00319,VIC01940,offender_victim,,2023-02-25,2023-02-25,
OFF00240,VIC01928,offender_victim,,2023-02-22,2023-02-22,
OFF00174,VIC01317,offender_victim,,2023-02-22,2023-02-22,
OFF00467,VIC01057,offender_victim,,2023-02-22,2023-02-22,
OFF00167,VIC01501,offender_victim,,2023-02-22,2023-02-22,
OFF00356,VIC02349,offender_victim,,2023-02-22,2023-02-22,
OFF00531,VIC01407,offender_victim,,2023-02-22,2023-02-22,
OFF00415,VIC01602,offender_victim,,2023-02-22,2023-02-22,
OFF00083,VIC00185,offender_victim,,2023-02-22,2023-02-22,
OFF00577,VIC01059,offender_victim,,2023-02-22,2023-02-22,
OFF00431,VIC02123,offender_victim,,2023-02-22,2023-02-22,
OFF00078,VIC01317,offender_victim,,2023-02-22,2023-02-22,
OFF00593,VIC01860,offender_victim,,2023-02-22,2023-02-22,
OFF00585,VIC01085,offender_victim,,2023-02-22,2023-02-22,
OFF00284,VIC00264,offender_victim,,2023-02-22,2023-02-22,
OFF00239,VIC01736,offender_victim,,2023-02-22,2023-02-22,
OFF00492,VIC01889,offender_victim,,2023-02-22,2023-02-22,
OFF00265,VIC01138,offender_victim,,2023-02-22,2023-02-22,
OFF00565,VIC01345,offender_victim,,2023-02-22,2023-02-22,
OFF00575,VIC02114,offender_victim,,2023-02-22,2023-02-22,
OFF00467,VIC00664,offender_victim,,2023-02-22,2023-02-22,
OFF00537,VIC00859,offender_victim,,2023-02-23,2023-02-23,
OFF00424,VIC01619,offender_victim,,2023-02-23,2023-02-23,
OFF00420,VIC01774,offender_victim,,2023-02-23,2023-02-23,
OFF00126,VIC01117,offender_victim,,2023-02-23,2023-02-23,
OFF00351,VIC00148,offender_victim,,2023-02-23,2023-02-23,
OFF00094,VIC00763,offender_victim,,2023-02-23,2023-02-23,
OFF00213,VIC01839,offender_victim,,2023-02-23,2023-02-23,
OFF00487,VIC00933,offender_victim,,2023-02-23,2023-02-23,
OFF00249,VIC00873,offender_victim,,2023-02-23,2023-02-23,
OFF00315,VIC00519,offender_victim,,2023-02-23,2023-02-23,
OFF00550,VIC00172,offender_victim,,2023-02-23,2023-02-23,
OFF00353,VIC00914,offender_victim,,2023-02-23,2023-02-23,
OFF00231,VIC02202,offender_victim,,2023-02-23,2023-02-23,
