station_id,week_start,case_count,avg_severity,avg_response_time_min
PS0033,2025-11-24,6,3.0,29.6
PS0033,2025-12-01,8,1.75,31.8
PS0033,2025-12-08,8,2.625,33.4
PS0033,2025-12-15,4,3.25,38.2
PS0033,2025-12-22,2,3.5,31.2
PS0034,2022-12-26,1,2.0,52.8
PS0034,2023-01-02,5,3.0,44.0
PS0034,2023-01-09,2,3.0,34.1
PS0034,2023-01-16,5,2.8,46.6
PS0034,2023-01-23,4,1.5,34.3
PS0034,2023-01-30,7,2.0,50.1
PS0034,2023-02-06,7,2.2857142857142856,30.0
PS0034,2023-02-13,7,1.8571428571428572,50.8
PS0034,2023-02-20,4,3.25,34.0
PS0034,2023-02-27,10,2.2,58.5
PS0034,2023-03-06,6,2.8333333333333335,47.6
PS0034,2023-03-13,8,2.25,38.6
PS0034,2023-03-20,11,2.1818181818181817,66.2
PS0034,2023-03-27,6,2.8333333333333335,33.9
PS0034,2023-04-03,11,2.090909090909091,76.2
PS0034,2023-04-10,5,2.2,34.0
PS0034,2023-04-17,6,2.0,50.7
PS0034,2023-04-24,3,1.0,36.6
PS0034,2023-05-01,7,2.5714285714285716,44.0
PS0034,2023-05-08,9,2.7777777777777777,27.7
PS0034,2023-05-15,6,2.8333333333333335,54.5
PS0034,2023-05-22,7,2.0,43.6
PS0034,2023-05-29,6,2.3333333333333335,39.8
PS0034,2023-06-05,13,2.1538461538461537,54.9
PS0034,2023-06-12,5,2.6,36.1
PS0034,2023-06-19,10,2.3,46.6
PS0034,2023-06-26,5,2.0,38.5
PS0034,2023-07-03,8,2.0,29.8
PS0034,2023-07-10,9,2.2222222222222223,17.7
PS0034,2023-07-17,7,2.4285714285714284,26.7
PS0034,2023-07-24,1,1.0,15.1
PS0034,2023-07-31,2,2.5,20.4
PS0034,2023-08-07,11,2.1818181818181817,46.7
PS0034,2023-08-14,2,2.0,27.6
PS0034,2023-08-21,6,2.3333333333333335,30.4
PS0034,2023-08-28,7,2.5714285714285716,33.9
PS0034,2023-09-04,3,3.3333333333333335,35.9
PS0034,2023-09-11,3,2.3333333333333335,23.3
PS0034,2023-09-18,10,2.0,49.4
PS0034,2023-09-25,4,2.5,47.7
PS0034,2023-10-02,14,2.4285714285714284,53.0
PS0034,2023-10-09,12,2.0833333333333335,35.0
PS0034,2023-10-16,11,2.3636363636363638,36.9
PS0034,2023-10-23,10,2.3,35.3
PS0034,2023-10-30,10,2.3,55.9
PS0034,2023-11-06,10,2.4,37.2
PS0034,2023-11-13,15,2.2,26.5
PS0034,2023-11-20,5,1.8,36.9
PS0034,2023-11-27,10,2.7,39.3
PS0034,2023-12-04,9,3.0,59.2
PS0034,2023-12-11,5,1.8,47.6
PS0034,2023-12-18,12,2.5,47.3
PS0034,2023-12-25,6,1.8333333333333333,28.0
PS0034,2024-01-01,3,1.6666666666666667,41.5
PS0034,2024-01-08,6,2.6666666666666665,48.6
PS0034,2024-01-15,2,4.0,44.7
PS0034,2024-01-22,6,2.8333333333333335,26.2
PS0034,2024-01-29,4,2.25,29.8
PS0034,2024-02-05,8,2.625,26.5
PS0034,2024-02-12,5,2.0,33.2
PS0034,2024-02-19,4,3.0,26.7
PS0034,2024-02-26,5,2.0,54.4
PS0034,2024-03-04,3,1.6666666666666667,59.3
PS0034,2024-03-11,8,2.625,37.3
PS0034,2024-03-18,3,3.0,40.4
PS0034,2024-03-25,5,1.2,32.6
PS0034,2024-04-01,6,2.1666666666666665,31.4
PS0034,2024-04-08,4,2.75,28.5
PS0034,2024-04-15,12,2.5,28.3
PS0034,2024-04-22,14,1.9285714285714286,32.2
PS0034,2024-04-29,8,2.875,27.0
PS0034,2024-05-06,5,2.4,56.4
PS0034,2024-05-13,11,2.3636363636363638,32.2
PS0034,2024-05-20,11,2.6363636363636362,39.2
PS0034,2024-05-27,5,2.8,48.1
PS0034,2024-06-03,3,1.6666666666666667,44.1
PS0034,2024-06-10,7,2.2857142857142856,27.6
PS0034,2024-06-17,5,2.6,56.7
PS0034,2024-06-24,3,2.6666666666666665,30.0
PS0034,2024-07-01,6,1.6666666666666667,32.1
PS0034,2024-07-08,11,1.9090909090909092,23.5
PS0034,2024-07-15,5,2.6,50.4
PS0034,2024-07-22,6,2.1666666666666665,25.2
PS0034,2024-07-29,10,2.0,34.0
PS0034,2024-08-05,5,2.8,30.0
PS0034,2024-08-12,10,2.7,22.4
PS0034,2024-08-19,5,1.6,49.0
PS0034,2024-08-26,9,2.111111111111111,42.4
PS0034,2024-09-02,4,2.75,18.1
PS0034,2024-09-09,5,1.2,26.0
PS0034,2024-09-16,8,2.625,33.7
PS0034,2024-09-23,8,2.625,25.5
PS0034,2024-09-30,6,2.8333333333333335,23.1
PS0034,2024-10-07,13,2.5384615384615383,19.5
PS0034,2024-10-14,4,2.75,25.6
PS0034,2024-10-21,9,2.3333333333333335,28.2
PS0034,2024-10-28,11,2.090909090909091,49.2
PS0034,2024-11-04,11,2.5454545454545454,30.4
PS0034,2024-11-11,12,1.75,17.2
PS0034,2024-11-18,8,2.5,42.0
PS0034,2024-11-25,6,2.1666666666666665,18.8
PS0034,2024-12-02,6,2.8333333333333335,31.1
PS0034,2024-12-09,7,2.5714285714285716,43.0
PS0034,2024-12-16,6,2.6666666666666665,30.9
PS0034,2024-12-23,7,2.2857142857142856,40.5
PS0034,2024-12-30,13,2.230769230769231,37.1
PS0034,2025-01-06,10,2.3,44.2
PS0034,2025-01-13,6,2.6666666666666665,8.0
PS0034,2025-01-20,7,2.0,35.6
PS0034,2025-01-27,11,2.4545454545454546,30.0
PS0034,2025-02-03,6,2.1666666666666665,21.3
PS0034,2025-02-10,12,2.5833333333333335,68.1
PS0034,2025-02-17,5,2.6,22.5
PS0034,2025-02-24,8,1.75,30.3
PS0034,2025-03-03,6,2.3333333333333335,44.3
PS0034,2025-03-10,2,3.5,46.2
PS0034,2025-03-17,5,2.4,34.5
PS0034,2025-03-24,9,2.2222222222222223,32.1
PS0034,2025-03-31,5,3.4,45.2
PS0034,2025-04-07,4,2.0,37.1
PS0034,2025-04-14,8,2.5,47.1
PS0034,2025-04-21,15,2.466666666666667,57.0
PS0034,2025-04-28,7,2.142857142857143,45.1
PS0034,2025-05-05,7,2.4285714285714284,41.3
PS0034,2025-05-12,5,3.2,44.9
PS0034,2025-05-19,6,2.5,57.7
PS0034,2025-05-26,5,2.6,45.1
PS0034,2025-06-02,3,2.6666666666666665,42.3
PS0034,2025-06-09,6,2.3333333333333335,41.8
PS0034,2025-06-16,6,3.6666666666666665,58.4
PS0034,2025-06-23,9,2.111111111111111,26.1
PS0034,2025-06-30,9,2.4444444444444446,24.5
PS0034,2025-07-07,4,2.5,24.7
PS0034,2025-07-14,9,2.3333333333333335,25.5
PS0034,2025-07-21,9,2.3333333333333335,40.3
PS0034,2025-07-28,9,2.5555555555555554,44.6
PS0034,2025-08-04,5,2.4,36.6
PS0034,2025-08-11,2,1.0,26.3
PS0034,2025-08-18,3,3.3333333333333335,45.2
PS0034,2025-08-25,9,2.111111111111111,22.7
PS0034,2025-09-01,5,3.2,29.6
PS0034,2025-09-08,7,1.8571428571428572,19.8
PS0034,2025-09-15,4,1.5,31.5
PS0034,2025-09-22,5,2.6,36.7
PS0034,2025-09-29,5,1.8,46.1
PS0034,2025-10-06,6,2.0,42.5
PS0034,2025-10-13,10,2.4,43.4
PS0034,2025-10-20,10,2.5,22.6
PS0034,2025-10-27,13,2.5384615384615383,30.7
PS0034,2025-11-03,12,2.4166666666666665,25.4
PS0034,2025-11-10,12,2.5,34.9
PS0034,2025-11-17,15,2.4,27.2
PS0034,2025-11-24,7,2.0,28.5
PS0034,2025-12-01,11,2.090909090909091,40.1
PS0034,2025-12-08,6,2.1666666666666665,45.5
PS0034,2025-12-15,5,3.8,30.5
PS0034,2025-12-22,9,2.2222222222222223,71.5
PS0034,2025-12-29,4,2.25,35.2
PS0035,2023-01-02,3,2.3333333333333335,52.7
PS0035,2023-01-09,2,3.0,41.6
PS0035,2023-01-16,3,2.6666666666666665,37.0
PS0035,2023-01-23,2,2.5,40.0
PS0035,2023-01-30,1,4.0,21.9
PS0035,2023-02-06,1,2.0,28.0
PS0035,2023-02-13,3,2.0,44.8
PS0035,2023-02-20,2,3.0,42.9
PS0035,2023-02-27,2,3.0,50.0
PS0035,2023-03-06,1,3.0,54.1
PS0035,2023-03-13,3,2.3333333333333335,48.0
PS0035,2023-03-20,1,1.0,33.6
PS0035,2023-03-27,3,2.6666666666666665,41.4
PS0035,2023-04-10,3,2.0,49.4
PS0035,2023-04-24,5,2.6,40.3
PS0035,2023-05-01,2,4.0,35.7
PS0035,2023-05-08,2,4.0,49.4
PS0035,2023-05-22,5,2.2,58.4
PS0035,2023-05-29,4,1.5,33.3
PS0035,2023-06-12,3,3.3333333333333335,29.8
PS0035,2023-06-19,2,2.0,31.7
PS0035,2023-07-03,1,1.0,49.8
PS0035,2023-07-10,4,2.75,45.7
PS0035,2023-07-17,2,2.0,35.4
PS0035,2023-07-31,2,3.0,33.7
PS0035,2023-08-07,3,3.0,18.7
PS0035,2023-08-14,1,1.0,45.6
PS0035,2023-09-04,2,3.0,37.4
PS0035,2023-09-11,4,1.75,46.8
PS0035,2023-09-18,2,2.5,34.6
PS0035,2023-09-25,1,2.0,59.7
PS0035,2023-10-02,1,2.0,28.4
PS0035,2023-10-09,4,3.0,24.2
PS0035,2023-10-16,1,4.0,16.8
PS0035,2023-10-23,3,2.3333333333333335,46.4
PS0035,2023-10-30,1,2.0,40.7
PS0035,2023-11-06,1,1.0,28.2
PS0035,2023-11-27,2,3.0,27.0
PS0035,2023-12-04,3,3.0,51.5
PS0035,2023-12-11,1,2.0,33.5
PS0035,2023-12-18,1,1.0,31.5
PS0035,2024-01-15,1,4.0,45.7
PS0035,2024-01-22,2,3.0,64.8
PS0035,2024-02-05,3,2.3333333333333335,23.2
PS0035,2024-02-12,1,1.0,24.6
PS0035,2024-02-26,1,4.0,38.6
PS0035,2024-03-04,1,1.0,59.4
PS0035,2024-03-11,1,3.0,39.6
PS0035,2024-03-18,2,4.0,8.1
PS0035,2024-03-25,2,2.5,17.9
PS0035,2024-04-01,1,2.0,42.1
PS0035,2024-04-08,4,3.0,22.3
PS0035,2024-04-15,2,2.0,32.3
PS0035,2024-04-29,3,1.0,27.8
PS0035,2024-05-06,1,3.0,43.8
PS0035,2024-05-13,1,2.0,47.3
PS0035,2024-05-20,1,4.0,66.8
PS0035,2024-05-27,1,1.0,36.7
PS0035,2024-06-03,1,2.0,43.3
PS0035,2024-06-17,3,2.3333333333333335,47.2
PS0035,2024-06-24,1,2.0,31.9
PS0035,2024-07-08,2,2.5,68.7
PS0035,2024-07-15,3,3.0,41.1
PS0035,2024-07-29,1,3.0,51.2
PS0035,2024-08-05,1,2.0,56.3
PS0035,2024-08-12,1,2.0,48.8
PS0035,2024-09-02,2,2.0,37.0
PS0035,2024-09-09,2,2.5,73.2
PS0035,2024-09-16,1,2.0,37.0
PS0035,2024-09-23,1,2.0,43.7
PS0035,2024-09-30,3,3.0,66.2
PS0035,2024-10-07,1,2.0,39.2
PS0035,2024-10-14,2,2.5,57.3
PS0035,2024-10-21,3,2.0,56.0
PS0035,2024-10-28,1,1.0,59.2
PS0035,2024-11-04,1,4.0,40.6
PS0035,2024-11-11,2,2.0,50.8
PS0035,2024-11-18,1,1.0,31.2
PS0035,2024-11-25,3,3.6666666666666665,39.7
PS0035,2024-12-02,1,3.0,41.8
PS0035,2024-12-09,1,2.0,53.0
PS0035,2024-12-16,2,3.0,54.4
PS0035,2024-12-23,2,2.0,39.9
PS0035,2024-12-30,1,2.0,45.2
PS0035,2025-01-27,2,1.5,43.7
PS0035,2025-02-03,2,1.0,44.7
PS0035,2025-02-17,2,2.0,25.6
PS0035,2025-02-24,1,2.0,19.2
PS0035,2025-03-17,2,2.0,29.3
PS0035,2025-03-31,2,2.0,15.7
PS0035,2025-04-07,3,2.6666666666666665,23.5
PS0035,2025-04-14,3,2.3333333333333335,17.3
PS0035,2025-04-28,2,3.0,38.0
PS0035,2025-05-05,2,1.0,36.5
PS0035,2025-05-12,3,2.0,29.5
PS0035,2025-05-19,1,5.0,34.6
PS0035,2025-05-26,4,4.0,31.8
PS0035,2025-06-02,1,3.0,57.0
PS0035,2025-06-09,3,1.6666666666666667,51.5
PS0035,2025-06-16,4,2.5,20.1
PS0035,2025-06-30,1,1.0,28.2
PS0035,2025-07-07,2,2.0,53.3
PS0035,2025-07-14,4,2.75,44.3
PS0035,2025-07-21,3,2.0,28.0
PS0035,2025-07-28,5,2.0,44.9
PS0035,2025-08-04,3,1.6666666666666667,58.8
PS0035,2025-08-11,2,1.0,28.0
PS0035,2025-08-18,1,4.0,23.6
PS0035,2025-08-25,2,2.5,43.1
PS0035,2025-09-01,2,3.0,60.7
PS0035,2025-09-08,2,3.5,31.1
PS0035,2025-09-15,2,3.5,33.2
PS0035,2025-09-22,1,2.0,35.0
PS0035,2025-09-29,2,3.5,45.3
PS0035,2025-10-06,1,1.0,44.2
PS0035,2025-10-13,2,4.0,26.5
PS0035,2025-10-20,1,1.0,40.3
PS0035,2025-11-03,1,3.0,42.2
PS0035,2025-11-10,3,1.6666666666666667,31.3
PS0035,2025-11-17,3,2.3333333333333335,46.6
PS0035,2025-11-24,1,2.0,37.5
PS0035,2025-12-08,1,5.0,72.3
PS0035,2025-12-15,1,2.0,63.4
PS0035,2025-12-22,3,2.6666666666666665,47.1
PS0036,2023-01-09,1,3.0,59.6
PS0036,2023-01-16,1,4.0,29.2
PS0036,2023-01-23,3,2.3333333333333335,33.1
PS0036,2023-01-30,4,2.0,26.1
PS0036,2023-02-06,1,1.0,23.8
PS0036,2023-02-13,3,1.3333333333333333,38.6
PS0036,2023-02-20,2,2.5,30.1
PS0036,2023-02-27,3,2.3333333333333335,56.6
PS0036,2023-03-06,7,2.4285714285714284,54.5
PS0036,2023-03-13,3,1.6666666666666667,23.3
PS0036,2023-03-20,1,2.0,8.6
PS0036,2023-03-27,3,1.6666666666666667,21.0
PS0036,2023-04-03,1,5.0,38.0
PS0036,2023-04-10,1,1.0,37.5
PS0036,2023-04-17,5,2.0,44.9
PS0036,2023-05-01,1,5.0,30.8
PS0036,2023-05-08,3,3.6666666666666665,34.5
PS0036,2023-05-15,3,3.3333333333333335,34.3
PS0036,2023-05-22,4,3.5,35.3
PS0036,2023-05-29,1,3.0,45.2
PS0036,2023-06-12,3,2.0,15.2
PS0036,2023-06-26,2,1.5,55.5
PS0036,2023-07-03,2,2.5,45.9
PS0036,2023-07-10,1,5.0,52.4
PS0036,2023-07-17,2,3.5,24.2
PS0036,2023-07-24,1,5.0,31.6
PS0036,2023-07-31,2,3.5,34.5
PS0036,2023-08-07,3,1.3333333333333333,57.6
PS0036,2023-08-14,1,3.0,79.5
PS0036,2023-08-21,3,2.6666666666666665,16.0
PS0036,2023-09-11,2,3.0,33.7
PS0036,2023-09-18,1,3.0,19.1
PS0036,2023-09-25,2,3.0,38.1
PS0036,2023-10-02,1,3.0,30.5
PS0036,2023-10-09,4,2.25,32.7
PS0036,2023-10-16,4,2.5,39.5
PS0036,2023-10-23,4,3.0,49.5
PS0036,2023-10-30,6,3.1666666666666665,21.0
PS0036,2023-11-06,3,1.6666666666666667,35.7
PS0036,2023-11-13,2,2.5,69.8
PS0036,2023-11-20,4,2.25,36.6
PS0036,2023-11-27,2,1.0,32.5
PS0036,2023-12-04,1,1.0,53.8
PS0036,2023-12-11,2,3.5,31.5
PS0036,2023-12-18,2,2.0,32.8
PS0036,2023-12-25,1,5.0,31.5
PS0036,2024-01-01,3,1.6666666666666667,57.1
PS0036,2024-01-08,3,3.3333333333333335,40.2
PS0036,2024-01-15,3,4.0,38.5
PS0036,2024-01-22,1,1.0,27.9
PS0036,2024-01-29,1,1.0,45.1
PS0036,2024-02-05,2,2.0,56.6
PS0036,2024-02-12,3,2.0,26.9
PS0036,2024-02-19,2,4.0,35.0
PS0036,2024-02-26,2,2.5,18.9
PS0036,2024-03-04,1,3.0,26.3
PS0036,2024-03-18,2,2.5,29.0
PS0036,2024-04-01,4,2.25,33.5
PS0036,2024-04-08,2,2.5,41.2
PS0036,2024-04-15,1,3.0,46.3
PS0036,2024-04-22,1,1.0,45.1
PS0036,2024-04-29,1,4.0,23.2
PS0036,2024-05-13,1,3.0,42.6
PS0036,2024-05-20,2,3.0,58.5
PS0036,2024-06-03,1,2.0,37.0
PS0036,2024-06-17,2,4.5,52.9
PS0036,2024-06-24,2,2.0,28.2
PS0036,2024-07-15,4,2.5,36.9
PS0036,2024-07-22,2,3.0,17.8
PS0036,2024-07-29,1,1.0,33.4
PS0036,2024-08-19,3,2.3333333333333335,23.4
PS0036,2024-09-02,1,1.0,41.3
PS0036,2024-09-09,1,2.0,20.6
PS0036,2024-09-16,2,3.0,39.3
PS0036,2024-09-23,1,1.0,31.4
PS0036,2024-09-30,1,1.0,39.4
PS0036,2024-10-14,2,1.0,49.1
PS0036,2024-10-21,3,1.3333333333333333,12.5
PS0036,2024-10-28,1,2.0,38.0
PS0036,2024-11-04,2,2.5,55.4
PS0036,2024-11-25,4,3.5,43.5
PS0036,2024-12-09,1,3.0,25.2
PS0036,2024-12-16,2,3.5,44.3
PS0036,2024-12-23,2,3.0,47.4
PS0036,2024-12-30,2,2.0,48.2
PS0036,2025-01-13,1,5.0,46.6
PS0036,2025-01-20,2,2.0,33.1
PS0036,2025-01-27,2,2.5,39.7
PS0036,2025-02-03,2,4.0,55.9
PS0036,2025-02-10,1,2.0,43.2
PS0036,2025-02-17,3,3.3333333333333335,33.4
PS0036,2025-02-24,1,1.0,41.5
PS0036,2025-03-03,1,3.0,53.2
PS0036,2025-03-10,1,3.0,32.7
PS0036,2025-03-17,2,3.5,34.3
PS0036,2025-03-24,1,1.0,45.6
PS0036,2025-03-31,5,2.2,10.4
PS0036,2025-04-14,1,2.0,29.0
PS0036,2025-04-21,1,4.0,27.2
PS0036,2025-04-28,2,3.5,43.4
PS0036,2025-05-05,2,2.5,42.0
PS0036,2025-05-12,2,3.0,57.3
PS0036,2025-05-19,3,2.6666666666666665,29.8
PS0036,2025-05-26,2,3.0,42.3
PS0036,2025-06-09,5,3.2,16.8
PS0036,2025-06-16,2,3.0,27.0
PS0036,2025-06-23,1,1.0,22.6
PS0036,2025-06-30,1,3.0,33.1
PS0036,2025-07-07,3,2.3333333333333335,54.2
PS0036,2025-07-14,1,5.0,12.8
PS0036,2025-07-21,1,2.0,44.1
PS0036,2025-07-28,2,3.0,22.8
PS0036,2025-08-11,1,4.0,42.8
PS0036,2025-08-18,2,2.0,44.4
PS0036,2025-08-25,1,4.0,51.4
PS0036,2025-09-01,1,3.0,48.2
PS0036,2025-09-15,1,2.0,45.6
PS0036,2025-09-29,4,2.25,46.5
PS0036,2025-10-06,3,2.3333333333333335,58.8
PS0036,2025-10-13,5,1.8,24.1
PS0036,2025-10-27,2,3.5,36.6
PS0036,2025-11-03,4,1.5,44.0
PS0036,2025-11-10,1,3.0,36.8
PS0036,2025-11-17,3,2.3333333333333335,50.4
PS0036,2025-11-24,2,2.5,54.9
PS0036,2025-12-15,2,2.0,29.0
PS0036,2025-12-29,1,2.0,55.2
PS0037,2023-01-02,5,1.8,41.4
PS0037,2023-01-09,5,2.2,29.9
PS0037,2023-01-16,1,3.0,54.8
PS0037,2023-01-23,4,1.75,45.6
PS0037,2023-01-30,2,1.0,18.3
PS0037,2023-02-06,2,2.0,17.2
PS0037,2023-02-13,2,1.0,38.6
PS0037,2023-02-20,5,2.2,37.5
PS0037,2023-02-27,5,3.4,58.8
PS0037,2023-03-06,2,2.0,50.7
PS0037,2023-03-13,4,2.25,52.2
PS0037,2023-03-20,1,4.0,46.5
PS0037,2023-03-27,2,2.0,54.2
PS0037,2023-04-03,3,2.0,47.7
PS0037,2023-04-10,1,1.0,29.5
PS0037,2023-04-17,1,1.0,35.3
PS0037,2023-04-24,1,1.0,35.1
PS0037,2023-05-01,2,2.5,36.7
PS0037,2023-05-08,2,3.0,31.0
PS0037,2023-05-15,4,2.0,39.0
PS0037,2023-05-22,4,2.75,40.0
PS0037,2023-05-29,11,2.4545454545454546,29.8
PS0037,2023-06-05,1,1.0,22.5
PS0037,2023-06-12,3,2.3333333333333335,58.2
PS0037,2023-06-19,7,2.857142857142857,27.9
PS0037,2023-06-26,6,2.5,34.3
PS0037,2023-07-03,2,2.0,58.0
PS0037,2023-07-10,2,2.5,44.2
PS0037,2023-07-17,5,3.8,44.8
PS0037,2023-07-31,1,1.0,41.6
PS0037,2023-08-07,7,2.2857142857142856,33.9
PS0037,2023-08-14,5,2.4,45.1
PS0037,2023-08-21,5,2.6,35.2
PS0037,2023-08-28,3,2.6666666666666665,37.7
PS0037,2023-09-04,5,2.0,46.6
PS0037,2023-09-11,5,1.0,41.1
PS0037,2023-09-18,2,3.0,77.4
PS0037,2023-09-25,5,2.8,32.8
PS0037,2023-10-02,2,2.5,38.5
PS0037,2023-10-09,4,3.25,45.4
PS0037,2023-10-16,4,3.0,40.5
PS0037,2023-10-23,5,2.0,31.8
PS0037,2023-10-30,4,1.5,33.4
PS0037,2023-11-06,5,2.6,35.6
PS0037,2023-11-13,3,1.3333333333333333,39.5
PS0037,2023-11-20,6,1.8333333333333333,58.6
PS0037,2023-11-27,4,2.25,37.0
PS0037,2023-12-04,2,1.5,46.5
PS0037,2023-12-11,4,1.75,52.1
PS0037,2023-12-18,10,2.2,41.9
PS0037,2023-12-25,7,1.8571428571428572,48.6
PS0037,2024-01-01,5,2.8,33.8
PS0037,2024-01-08,5,2.2,39.1
PS0037,2024-01-15,2,4.0,31.6
PS0037,2024-01-22,5,2.8,20.4
PS0037,2024-01-29,4,3.5,39.2
PS0037,2024-02-05,3,1.6666666666666667,25.9
PS0037,2024-02-12,4,2.5,50.2
PS0037,2024-02-19,5,2.0,47.3
PS0037,2024-02-26,4,2.0,32.9
PS0037,2024-03-04,4,3.5,36.2
PS0037,2024-03-11,3,3.0,46.6
PS0037,2024-03-18,6,2.3333333333333335,25.0
PS0037,2024-03-25,5,2.8,55.5
PS0037,2024-04-01,8,3.0,40.2
PS0037,2024-04-08,1,1.0,45.5
PS0037,2024-04-15,5,2.4,49.8
PS0037,2024-04-22,1,1.0,51.3
PS0037,2024-04-29,8,2.0,38.5
PS0037,2024-05-06,6,2.5,26.8
PS0037,2024-05-13,6,2.5,35.8
PS0037,2024-05-20,1,1.0,28.2
PS0037,2024-05-27,6,3.0,54.9
PS0037,2024-06-03,4,2.5,33.0
PS0037,2024-06-10,4,3.0,48.3
PS0037,2024-06-17,1,2.0,18.3
PS0037,2024-06-24,3,1.6666666666666667,55.9
PS0037,2024-07-01,5,2.2,32.2
PS0037,2024-07-15,4,2.5,37.4
PS0037,2024-07-22,5,3.0,26.0
PS0037,2024-07-29,4,2.5,36.5
PS0037,2024-08-05,5,2.6,26.3
PS0037,2024-08-12,6,2.3333333333333335,35.1
PS0037,2024-08-19,2,2.5,46.2
PS0037,2024-08-26,4,2.0,41.5
PS0037,2024-09-02,4,2.0,37.1
PS0037,2024-09-09,5,3.2,44.7
PS0037,2024-09-16,5,2.2,33.9
PS0037,2024-09-23,4,1.75,44.9
PS0037,2024-09-30,10,2.3,35.1
PS0037,2024-10-07,6,2.8333333333333335,47.6
PS0037,2024-10-14,7,2.857142857142857,55.5
PS0037,2024-10-21,3,1.3333333333333333,36.0
PS0037,2024-10-28,10,3.1,41.0
PS0037,2024-11-04,9,2.4444444444444446,32.9
PS0037,2024-11-11,6,2.8333333333333335,41.3
PS0037,2024-11-18,6,3.0,48.9
PS0037,2024-11-25,5,3.2,58.5
PS0037,2024-12-02,4,2.5,47.5
PS0037,2024-12-09,5,2.0,31.9
PS0037,2024-12-16,3,3.3333333333333335,38.7
PS0037,2024-12-23,6,1.1666666666666667,43.9
PS0037,2024-12-30,1,1.0,32.4
PS0037,2025-01-06,2,2.5,36.4
PS0037,2025-01-13,6,2.6666666666666665,25.2
PS0037,2025-01-20,4,2.25,35.6
PS0037,2025-01-27,2,4.0,32.9
PS0037,2025-02-03,1,2.0,62.1
PS0037,2025-02-10,1,5.0,37.3
PS0037,2025-02-17,4,2.5,38.9
PS0037,2025-02-24,5,1.6,44.5
PS0037,2025-03-03,6,2.1666666666666665,28.7
PS0037,2025-03-10,3,2.0,34.2
PS0037,2025-03-17,5,2.0,33.1
PS0037,2025-03-24,1,1.0,26.3
PS0037,2025-03-31,4,2.5,25.0
PS0037,2025-04-07,10,2.4,28.1
PS0037,2025-04-14,3,2.3333333333333335,23.0
PS0037,2025-04-21,5,1.8,47.8
PS0037,2025-04-28,6,2.3333333333333335,21.0
PS0037,2025-05-05,5,1.4,34.4
PS0037,2025-05-12,5,2.8,65.8
PS0037,2025-05-19,7,3.4285714285714284,8.4
PS0037,2025-05-26,4,2.25,54.0
PS0037,2025-06-02,6,2.6666666666666665,40.2
PS0037,2025-06-09,1,2.0,28.6
PS0037,2025-06-16,4,2.75,35.5
PS0037,2025-06-23,7,2.142857142857143,21.2
PS0037,2025-06-30,2,3.0,22.5
PS0037,2025-07-07,1,4.0,50.2
PS0037,2025-07-14,4,2.0,41.5
PS0037,2025-07-21,5,2.6,37.5
PS0037,2025-07-28,5,3.0,62.4
PS0037,2025-08-04,4,1.75,40.7
PS0037,2025-08-11,4,2.25,36.8
PS0037,2025-08-18,4,2.0,32.7
PS0037,2025-08-25,3,4.0,46.3
PS0037,2025-09-01,4,3.0,42.2
PS0037,2025-09-08,4,2.5,36.9
PS0037,2025-09-15,2,3.0,28.7
PS0037,2025-09-22,7,1.8571428571428572,43.0
PS0037,2025-09-29,3,2.6666666666666665,42.1
PS0037,2025-10-06,9,2.5555555555555554,29.2
PS0037,2025-10-13,1,2.0,51.0
PS0037,2025-10-20,6,1.8333333333333333,20.6
PS0037,2025-10-27,5,2.6,58.7
PS0037,2025-11-03,6,1.6666666666666667,46.4
PS0037,2025-11-10,3,3.3333333333333335,36.7
PS0037,2025-11-17,4,2.25,28.6
PS0037,2025-11-24,2,4.5,35.3
PS0037,2025-12-01,7,3.0,24.5
PS0037,2025-12-08,1,2.0,28.7
PS0037,2025-12-15,2,2.0,32.4
PS0037,2025-12-22,4,2.5,39.9
PS0037,2025-12-29,1,1.0,34.3
PS0038,2023-01-02,7,1.8571428571428572,62.7
PS0038,2023-01-09,11,2.090909090909091,17.0
PS0038,2023-01-16,7,1.4285714285714286,50.5
PS0038,2023-01-23,4,3.25,56.8
PS0038,2023-01-30,7,2.5714285714285716,48.8
PS0038,2023-02-06,8,2.0,36.9
PS0038,2023-02-13,4,1.25,39.0
PS0038,2023-02-20,4,2.75,34.5
PS0038,2023-02-27,10,3.1,61.2
PS0038,2023-03-06,4,2.0,34.6
PS0038,2023-03-13,9,3.111111111111111,39.5
PS0038,2023-03-20,6,2.3333333333333335,34.8
PS0038,2023-03-27,6,2.6666666666666665,23.3
PS0038,2023-04-03,6,2.6666666666666665,40.8
PS0038,2023-04-10,7,2.4285714285714284,24.7
PS0038,2023-04-17,12,2.5833333333333335,27.1
PS0038,2023-04-24,6,2.5,51.9
PS0038,2023-05-01,7,2.5714285714285716,35.0
PS0038,2023-05-08,12,2.8333333333333335,50.6
PS0038,2023-05-15,10,2.4,21.2
PS0038,2023-05-22,8,2.75,52.0
PS0038,2023-05-29,6,2.1666666666666665,38.5
PS0038,2023-06-05,4,2.25,27.6
PS0038,2023-06-12,5,1.8,35.0
PS0038,2023-06-19,6,2.0,32.8
PS0038,2023-06-26,8,2.75,45.8
PS0038,2023-07-03,11,2.5454545454545454,59.7
PS0038,2023-07-10,4,2.75,15.3
PS0038,2023-07-17,10,2.8,19.5
PS0038,2023-07-24,8,2.0,60.1
PS0038,2023-07-31,6,2.3333333333333335,49.3
